kind,query_id,delta,proxy,qcan-bleu-strict,bleu
wins,db26_INFAI-ETI-AND-FRIENDS-C_db26:12-en,-0.24688498672025874,0.0,0.0,0.24688498672025874
wins,db26_INFAI-ETI-AND-FRIENDS-B_db26:12-en,-0.16895460723638556,0.25806451612903225,0.23067493956700402,0.06172033233061847
wins,db26_INFAI-ETI-AND-FRIENDS-C_db26:12-es,-0.15419283939507827,0.0,0.0,0.15419283939507827
wins,db26_INFAI-ETI-AND-FRIENDS-A_db26:12-en,-0.12631925828166835,0.5555555555555556,0.2810335395782485,0.15471428129658016
wins,db26_LIBER-AI-CLAUDE_db26:12-en,-0.1190593339280917,0.0,0.40735788540253076,0.5264172193306225
fails,db26_LIBER-AI-QWEN_db26:12-en,0.15432254319862226,0.0,0.6643548861507491,0.5100323429521268
fails,db26_LIBER-AI-QWEN_db26:12-es,0.10706281316262872,0.0,0.5933067045090704,0.4862438913464417
fails,db26_INFAI-ETI-AND-FRIENDS-A_db26:12-es,0.04072243061824356,0.0,0.14809362972567602,0.10737119910743247
fails,db26_ADFR_db26:12-en,0.022043427652796606,0.0,0.04085926480081224,0.018815837148015636
fails,db26_INFAI-ETI-AND-FRIENDS-B_db26:12-es,0.0,0.0,0.0,0.0
