kind,query_id,delta,proxy,qcan-bleu-strict,bleu
wins,db26_INFAI-ETI-AND-FRIENDS-C_db26:21-es,-0.33713757310040376,0.0,0.0,0.33713757310040376
wins,db26_INFAI-ETI-AND-FRIENDS-C_db26:21-en,-0.21265483206073219,0.0,0.0,0.21265483206073219
wins,db26_ADFR_db26:21-en,-0.15958675016868176,0.0,0.0,0.15958675016868176
wins,db26_IRIS_db26:21-en,-0.1557944648966142,1.0,0.3734286909673818,0.21763422607076766
wins,db26_INFAI-ETI-AND-FRIENDS-B_db26:21-es,-0.13322791928189037,0.6666666666666666,0.2745762486209681,0.14134832933907765
fails,db26_LIBER-AI-CLAUDE_db26:21-es,0.2939904729073101,0.0,0.551764007896814,0.2577735349895039
fails,db26_LIBER-AI-QWEN_db26:21-en,0.20120208907918669,0.0,0.4064771064436676,0.2052750173644809
fails,db26_LIBER-AI-QWEN_db26:21-es,0.20120208907918669,0.0,0.4064771064436676,0.2052750173644809
fails,ck26_LIBER-AI-QWEN_ck26:29-en,0.15182876361597744,0.0,0.3146853281692163,0.16285656455323885
fails,ck26_LIBER-AI-CLAUDE_ck26:29-en,0.13077989029143997,0.12903225806451615,0.28907960776316954,0.15829971747172958
