kind,query_id,delta,proxy,qcan-bleu-strict,bleu
wins,ck26_INFAI-ETI-AND-FRIENDS-C_ck26:12-en,-0.9656632491965965,1.0,1.0,0.034336750803403454
wins,ck26_INFAI-ETI-AND-FRIENDS-A_ck26:5-en,-0.9448341194363271,1.0,1.0,0.055165880563672894
wins,ck26_INFAI-ETI-AND-FRIENDS-C_ck26:2-en,-0.9432032255486442,1.0,1.0,0.0567967744513558
wins,ck26_INFAI-ETI-AND-FRIENDS-C_ck26:5-en,-0.9432032255486442,1.0,1.0,0.0567967744513558
wins,ck26_INFAI-ETI-AND-FRIENDS-A_ck26:7-en,-0.9333914507128904,1.0,1.0,0.06660854928710955
fails,ck26_INFAI-ETI-AND-FRIENDS-A_ck26:10-en,0.5655100798852343,0.0,0.5946035575013605,0.029093477616126247
fails,ck26_INFAI-ETI-AND-FRIENDS-B_ck26:6-en,0.5030491866687511,0.0,0.5331675363405771,0.03011834967182607
fails,ck26_INFAI-ETI-AND-FRIENDS-B_ck26:3-en,0.4836736780191519,0.0,0.5133450480401704,0.029671370021018564
fails,ck26_INFAI-ETI-AND-FRIENDS-C_ck26:10-en,0.473794034634908,0.0,0.5168242559252793,0.04303022129037125
fails,ck26_LIBER-AI-CLAUDE_ck26:9-en,0.45880341245953904,0.0,0.5786592160764967,0.1198558036169577
