kind,query_id,delta,proxy,qcan-bleu-strict,bleu
wins,ck26_SPARQL-LLM_ck26:37-en,-0.3027363357999867,1.0,1.0,0.6972636642000133
wins,ck26_INFAI-ETI-AND-FRIENDS-B_ck26:30-en,-0.2826981315751933,0.4761904761904762,0.41037800886487863,0.12767987728968533
wins,ck26_LIBER-AI-QWEN_ck26:30-en,-0.23280053756114272,0.6250000000000001,0.5835030914513967,0.35070255389025395
wins,ck26_LIBER-AI-CLAUDE_ck26:30-en,-0.10896736816695612,0.6250000000000001,0.5018967764746899,0.39292940830773376
wins,ck26_IRIS_ck26:37-en,-0.10772186506776132,0.0,0.31518748747255526,0.4229093525403166
fails,ck26_LIBER-AI-QWEN_ck26:37-en,0.1504694258687843,0.0,0.5070355342667442,0.3565661083979599
fails,ck26_ADFR_ck26:37-en,0.10361039012309209,0.5333333333333333,0.2111527633945602,0.3147631535176523
fails,ck26_SPARQL-LLM_ck26:30-en,0.05330290858519415,0.0,0.376398442702175,0.32309553411698083
fails,ck26_IRIS_ck26:30-en,0.04415870127759591,0.0,0.42058147877496527,0.37642277749736935
fails,ck26_INFAI-ETI-AND-FRIENDS-C_ck26:37-en,0.02488697750545582,0.42105263157894735,0.3191911478844275,0.3440781253898833
