kind,query_id,delta,proxy,qcan-bleu-strict,bleu
wins,db26_SPARQL-LLM_db26:41-en,-0.8102138167438546,1.0,1.0,0.1897861832561454
wins,db26_LIBER-AI-QWEN_db26:41-en,-0.630340489021796,1.0,0.7746182379132412,0.14427774889144532
wins,db26_LIBER-AI-QWEN_db26:41-es,-0.630340489021796,1.0,0.7746182379132412,0.14427774889144532
wins,ck26_SPARQL-LLM_ck26:39-en,-0.48492351861142335,1.0,1.0,0.5150764813885766
wins,ck26_INFAI-ETI-AND-FRIENDS-C_ck26:43-en,-0.4361284172853862,1.0,0.533427681593061,0.09729926430767476
fails,ck26_LIBER-AI-CLAUDE_ck26:43-en,0.3485245648911409,0.0,0.5057133385213529,0.157188773630212
fails,db26_LIBER-AI-CLAUDE_db26:41-en,0.33502915241239944,0.0,0.4541114111689965,0.11908225875659705
fails,ck26_SPARQL-LLM_ck26:44-en,0.277483516452267,1.0,0.45976675055767213,0.7372502670099391
fails,db26_ADFR_db26:5-es,0.2003980253689035,0.7499999999999999,0.1690933489682979,0.36949137433720136
fails,ck26_INFAI-ETI-AND-FRIENDS-B_ck26:43-en,0.19580797209539466,0.038834951456310676,0.23713320246552005,0.03634467254249595
