kind,query_id,delta,proxy,qcan-bleu-strict,bleu
wins,ck26_INFAI-ETI-AND-FRIENDS-C_ck26:41-en,-0.19024203148872926,0.48000000000000004,0.24281801964740535,0.05257598815867606
wins,ck26_LIBER-AI-CLAUDE_ck26:44-en,-0.14785478596620283,0.9014084507042254,0.35644982820898213,0.2085950422427794
wins,ck26_INFAI-ETI-AND-FRIENDS-B_ck26:42-en,-0.13381286501236922,0.0,0.08339862466541856,0.21721148967778778
wins,ck26_INFAI-ETI-AND-FRIENDS-C_ck26:42-en,-0.10731992159573941,0.09090909090909091,0.10124290703237407,0.20856282862811348
wins,ck26_IRIS_ck26:42-en,-0.07290480480093117,0.0,0.058476650027329664,0.13138145482826083
fails,ck26_SPARQL-LLM_ck26:44-en,0.277483516452267,1.0,0.45976675055767213,0.7372502670099391
fails,ck26_SPARQL-LLM_ck26:42-en,0.24300509840277074,1.0,0.4137133886501402,0.6567184870529109
fails,ck26_INFAI-ETI-AND-FRIENDS-C_ck26:44-en,0.15324272102383352,1.0,0.1094478057181661,0.2626905267419996
fails,ck26_SPARQL-LLM_ck26:41-en,0.10623701801927504,0.7000000000000001,0.4833356050512541,0.5895726230705292
fails,ck26_LIBER-AI-QWEN_ck26:41-en,0.08433374670944378,0.0,0.18279992995889227,0.09846618324944849
