kind,query_id,delta,proxy,qcan-bleu-strict,bleu
wins,ck26_SPARQL-LLM_ck26:37-en,-0.3027363357999867,1.0,1.0,0.6972636642000133
wins,ck26_INFAI-ETI-AND-FRIENDS-B_ck26:42-en,-0.13381286501236922,0.0,0.08339862466541856,0.21721148967778778
wins,ck26_IRIS_ck26:37-en,-0.10772186506776132,0.0,0.31518748747255526,0.4229093525403166
wins,ck26_INFAI-ETI-AND-FRIENDS-C_ck26:42-en,-0.10731992159573941,0.09090909090909091,0.10124290703237407,0.20856282862811348
wins,ck26_INFAI-ETI-AND-FRIENDS-B_ck26:37-en,-0.0773745227965581,0.8444444444444443,0.3401115743021018,0.2627370515055437
fails,ck26_SPARQL-LLM_ck26:42-en,0.24300509840277074,1.0,0.4137133886501402,0.6567184870529109
fails,ck26_LIBER-AI-QWEN_ck26:37-en,0.1504694258687843,0.0,0.5070355342667442,0.3565661083979599
fails,ck26_ADFR_ck26:37-en,0.10361039012309209,0.5333333333333333,0.2111527633945602,0.3147631535176523
fails,ck26_INFAI-ETI-AND-FRIENDS-C_ck26:37-en,0.02488697750545582,0.42105263157894735,0.3191911478844275,0.3440781253898833
fails,ck26_ADFR_ck26:42-en,0.011548146466404119,0.28571428571428575,0.13701871899633497,0.1485668654627391
