query_key,answerset_f1,answerset_precision,answerset_recall,bleu,codebleu,cosine_sim,euclidean,exact_match_spinach,f1_qald,f1_spinach,hit@5,jaccard,levenshtein,meteor,mrr,ndcg,p@1,precision_qald,qcan-bleu-flex,qcan-bleu-strict,qcan-rouge-4-flex,qcan-rouge-4-strict,query_exact_match,query_execution,recall_qald,rouge_1,rouge_2,rouge_3,rouge_4,sp-bleu,sp-f1,token_f1,token_precision,token_recall,uri_hallucination
ck25_AIFB_ck25:1-en,0.0,0.0,0.0,0.04706926274683055,0.3630439455653647,0.20327890704543544,0.18660549686337075,0.0,0.0,0.0,0.0,0.17391304347826086,0.21674876847290636,0.2703030303030303,0.0,,0.0,0.0,0.05523886218000656,0.0,0.0,0.0,0.0,0.0,0.0,0.20512820512820512,0.0,0.0,0.0,0.10255501042872261,0.4827586206896552,0.3448275862068966,0.4166666666666667,0.29411764705882354,0.0
ck25_AIFB_ck25:10-en,0.0,0.0,0.0,0.043769857293223975,0.3365308975460599,0.10486450101861526,0.16952084719853724,0.0,0.0,0.0,0.0,0.1111111111111111,0.19565217391304346,0.24572649572649571,0.0,,0.0,0.0,0.04089148102978526,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461538,0.0,0.0,0.0,0.15013058019014863,0.45,0.3,0.3157894736842105,0.2857142857142857,0.0
ck25_AIFB_ck25:11-en,0.0,0.0,0.0,0.059951120430386216,0.38597161095096055,0.15384615384615385,0.1951941016011038,0.0,0.0,0.0,0.0,0.19047619047619047,0.24154589371980673,0.38005621410240736,0.0,,0.0,0.0,0.06170290107295076,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947364,0.05555555555555555,0.0,0.0,0.36956560609943756,0.7096774193548386,0.45161290322580644,0.5,0.4117647058823529,0.0
ck25_AIFB_ck25:12-en,0.0,0.0,0.0,0.038859279057273,0.3966827923567709,0.147087101353638,0.1951941016011038,0.0,0.0,0.0,0.0,0.15,0.21739130434782605,0.27530864197530863,0.0,,0.0,0.0,0.053862244752318676,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.08125282127526637,0.5384615384615384,0.3846153846153846,0.5555555555555556,0.29411764705882354,0.0
ck25_AIFB_ck25:13-en,0.0,0.0,0.0,0.20515739829104168,0.5367965959495721,0.5163977794943222,0.1951941016011038,0.0,0.0,0.0,0.0,0.2608695652173913,0.29670329670329665,0.5957229195722918,0.0,,0.0,0.0,0.18556675930109115,0.0,0.0,0.0,0.0,0.0,0.0,0.4324324324324324,0.1142857142857143,0.0,0.0,0.2746997742001637,0.6808510638297872,0.5957446808510638,0.6086956521739131,0.5833333333333334,0.0
ck25_AIFB_ck25:14-en,0.0,0.0,0.0,0.03877190058667321,0.3403379801524698,0.12712834523274563,0.18660549686337075,0.0,0.0,0.0,0.0,0.17391304347826086,0.2581967213114754,0.21862745098039219,0.0,,0.0,0.0,0.047623326797529605,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.07694231258851399,0.3888888888888889,0.2777777777777778,0.3333333333333333,0.23809523809523808,0.0
ck25_AIFB_ck25:15-en,0.0,0.0,0.0,0.30318440807633684,0.65147177769476,0.48055562994426915,0.1907435698305462,0.0,0.0,0.0,0.0,0.41935483870967744,0.40153452685422,0.5043454142011834,0.0,,0.0,0.0,0.0735462701389417,0.0,0.014388489208633094,0.0,0.0,0.0,0.0,0.5066666666666667,0.2465753424657534,0.16901408450704225,0.11594202898550725,0.24718202040813214,0.6363636363636364,0.5909090909090909,0.7027027027027027,0.5098039215686274,0.0
ck25_AIFB_ck25:16-en,0.0,0.0,0.0,0.11109730299189916,0.5215239592759601,0.3698001308168194,0.2,0.0,0.0,0.0,0.0,0.15789473684210525,0.2727272727272727,0.4651283112582782,0.0,,0.0,0.0,0.04579911341208652,0.0,0.0,0.0,0.0,0.0,0.0,0.27586206896551724,0.0,0.0,0.0,0.17907273195267667,0.5806451612903225,0.5161290322580646,0.5,0.5333333333333333,0.0
ck25_AIFB_ck25:17-en,0.0,0.0,0.0,0.052981501718128016,0.35957179560112973,0.14173667737846019,0.2,0.0,0.0,0.0,0.0,0.15789473684210525,0.2704402515723271,0.3042328042328043,0.0,,0.0,0.0,0.05090643635966016,0.0,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.0,0.0,0.0,0.10386640112199426,0.5,0.37500000000000006,0.4,0.35294117647058826,0.0
ck25_AIFB_ck25:18-en,0.0,0.0,0.0,0.3543272321193154,0.5969151413631623,0.41871789467931186,0.20521309615767264,0.0,0.0,0.0,0.0,0.34782608695652173,0.3031496062992126,0.4957694821700922,0.0,,0.0,0.0,0.18659365120723373,0.0,0.0,0.0,0.0,0.0,0.0,0.423076923076923,0.24,0.20833333333333334,0.17391304347826086,0.2893069735550058,0.6530612244897959,0.5714285714285714,0.7,0.4827586206896552,0.0
ck25_AIFB_ck25:19-en,0.0,0.0,0.0,0.36049175611468287,0.6109562723620041,0.5000000000000001,0.2240092377397959,0.0,0.0,0.0,0.0,0.4,0.37628865979381443,0.5287465401344406,0.0,,0.0,0.0,0.19008289325963618,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,0.28571428571428575,0.25,0.21052631578947367,0.32818125166662054,0.6938775510204082,0.6122448979591838,0.75,0.5172413793103449,0.0
ck25_AIFB_ck25:2-en,0.0,0.0,0.0,0.06616869624437408,0.3584370225242072,0.20683507599800766,0.18660549686337075,0.0,0.0,0.0,0.0,0.20833333333333334,0.17045454545454541,0.3430769230769231,0.0,,0.0,0.0,0.1527898075109779,0.1527898075109779,0.0,0.0,0.0,1.0,0.0,0.24999999999999994,0.043478260869565216,0.0,0.0,0.1700933695363378,0.5384615384615384,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.5
ck25_AIFB_ck25:20-en,0.0,0.0,0.0,0.2385876047364477,0.5243208142275901,0.33220529851337466,0.1951941016011038,0.0,0.0,0.0,0.0,0.2916666666666667,0.33613445378151263,0.420280612244898,0.0,,0.0,0.0,0.1729634245765596,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.20833333333333331,0.08695652173913043,0.0,0.29070653589028245,0.6428571428571429,0.5,0.6086956521739131,0.42424242424242425,0.0
ck25_AIFB_ck25:21-en,0.0,0.0,0.0,0.22210383917841148,0.4452318421475441,0.2133739798676325,0.1757340838011157,0.0,0.0,0.0,0.0,0.2903225806451613,0.3571428571428571,0.4219801992693039,0.0,,0.0,0.0,0.18668642560213028,0.0,0.025974025974025972,0.0,0.0,0.0,0.0,0.4050632911392405,0.1558441558441558,0.08,0.0547945205479452,0.4218028489051673,0.6835443037974683,0.48101265822784806,0.5588235294117647,0.4222222222222222,0.0
ck25_AIFB_ck25:22-en,0.0,0.0,0.0,0.06060584471778204,0.4010444438754766,0.2809757434745082,0.1907435698305462,0.0,0.0,0.0,0.0,0.18181818181818182,0.28402366863905326,0.353968253968254,0.0,,0.0,0.0,0.07517081801936397,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.12672380930774957,0.6363636363636364,0.4545454545454546,0.5555555555555556,0.38461538461538464,1.0
ck25_AIFB_ck25:23-en,0.0,0.0,0.0,0.0448154271230522,0.508001701041946,0.1559625734730109,0.1639607805437114,0.0,0.0,0.0,0.0,0.10344827586206896,0.22545454545454546,0.25952743902439024,0.0,,0.0,0.0,0.04503072895167872,0.0,0.0,0.0,0.0,0.0,0.0,0.19607843137254902,0.0,0.0,0.0,0.0945794641611119,0.5945945945945946,0.4324324324324324,0.5,0.38095238095238093,0.0
ck25_AIFB_ck25:24-en,0.0,0.0,0.0,0.14624803814409562,0.5115620095360239,0.22268088570756167,0.1827439976315568,0.0,0.0,0.0,0.0,0.25925925925925924,0.22067039106145248,0.3361455147169433,0.0,,0.0,0.0,0.16549195566383204,0.0,0.0,0.0,0.0,0.0,0.0,0.25352112676056343,0.17391304347826086,0.1492537313432836,0.12307692307692307,0.1286415852555201,0.5079365079365079,0.44444444444444453,0.7,0.32558139534883723,0.0
ck25_AIFB_ck25:25-en,0.0,0.0,0.0,0.04868174294574317,0.46842043573643577,0.22949627301078918,0.17253779651421453,0.0,0.0,0.0,0.0,0.25806451612903225,0.15082644628099173,0.2261342553550346,0.0,,0.0,0.0,0.14244024627404225,0.0,0.0,0.0,0.0,0.0,0.0,0.21505376344086025,0.13186813186813184,0.11235955056179775,0.09195402298850575,0.04282106389264387,0.37647058823529417,0.32941176470588235,0.7,0.2153846153846154,0.0
ck25_AIFB_ck25:26-en,0.0,0.0,0.0,0.04078535300633206,0.43250503288203407,0.2867073193284778,0.1757340838011157,0.0,0.0,0.0,0.0,0.21428571428571427,0.23948220064724923,0.2601204416192707,0.0,,0.0,0.0,0.052254659652797096,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,0.03846153846153846,0.0,0.0,0.21066838846660987,0.40909090909090906,0.3181818181818182,0.3684210526315789,0.28,0.0
ck25_AIFB_ck25:27-en,0.0,0.0,0.0,0.1803915734907086,0.6225172482113869,0.47842902870957005,0.16139047779640892,0.0,0.0,0.0,0.0,0.2702702702702703,0.3106796116504854,0.4125484904705684,0.0,0.0,0.0,0.0,0.11256868319261296,0.0,0.0,0.0,0.0,0.0,0.0,0.43373493975903615,0.271604938271605,0.1518987341772152,0.0779220779220779,0.15853874084357186,0.6097560975609755,0.5365853658536586,0.7096774193548387,0.43137254901960786,0.0
ck25_AIFB_ck25:28-en,0.0,0.0,0.0,0.030191440713365093,0.4874329176496056,0.2681332221799479,0.14459058185587106,0.0,0.0,0.0,0.0,0.18604651162790697,0.22103386809269165,0.16761416081681726,0.0,,0.0,0.0,0.017528189751626778,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.04444444444444444,0.0,0.0,0.04255251818337256,0.42990654205607476,0.3177570093457944,0.5862068965517241,0.21794871794871795,0.0
ck25_AIFB_ck25:29-en,0.0,0.0,0.0,0.17980069287107234,0.533839062106657,0.38952622254023866,0.179128784747792,0.0,0.0,0.0,0.0,0.36363636363636365,0.2786885245901639,0.38580246913580246,0.0,,0.0,0.0,0.10878033102408234,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714286,0.14634146341463414,0.075,0.025641025641025637,0.28339213147640346,0.5813953488372093,0.46511627906976744,0.5555555555555556,0.4,0.0
ck25_AIFB_ck25:3-en,0.0,0.0,0.0,0.05523886218000656,0.3645847347859018,0.4403855060505443,0.2,0.0,0.0,0.0,0.0,0.30434782608695654,0.24022346368715086,0.2883720930232559,0.0,,0.0,0.0,0.07472892616029096,0.07472892616029096,0.0,0.0,0.0,1.0,0.0,0.40909090909090906,0.04761904761904763,0.0,0.0,0.12035502058767225,0.5599999999999999,0.4,0.4166666666666667,0.38461538461538464,1.0
