query_key,answerset_f1,bleu,exact_match_spinach,qcan-bleu-flex,qcan-bleu-strict,qcan-rouge-4-flex,qcan-rouge-4-strict,rouge_4
db26_ADFR_db26:1-en,0.375,0.07647695577791483,0.0,0.05234573113932113,0.05234573113932113,0.17937219730941706,0.17937219730941706,0.21875
db26_ADFR_db26:1-es,0.375,0.08041077452325747,0.0,0.11035134965763299,0.11035134965763299,0.2469135802469136,0.2469135802469136,0.20437956204379562
db26_ADFR_db26:10-en,0.0,0.0071283507899861315,0.0,0.0071283507899861315,0.0,0.0547945205479452,0.0,0.0547945205479452
db26_ADFR_db26:10-es,0.0,0.0135973941895286,0.0,0.018263131133110233,0.018263131133110233,0.16666666666666666,0.16666666666666666,0.10169491525423728
db26_ADFR_db26:11-en,0.17647058823529413,0.10677438682370408,0.0,0.06395621890082022,0.06395621890082022,0.20779220779220778,0.20779220779220778,0.22666666666666666
db26_ADFR_db26:11-es,0.17647058823529413,0.08102230734381088,0.0,0.06395621890082022,0.06395621890082022,0.20779220779220778,0.20779220779220778,0.2575757575757576
db26_ADFR_db26:12-en,0.0,0.018815837148015636,0.0,0.04085926480081224,0.04085926480081224,0.07220216606498195,0.07220216606498195,0.029850746268656716
db26_ADFR_db26:12-es,0.358974358974359,0.02506044662786522,0.0,0.02705119184839517,0.02705119184839517,0.04938271604938271,0.04938271604938271,0.022988505747126436
db26_ADFR_db26:13-en,0.4,0.042932320661346675,0.0,0.033849968043042016,0.033849968043042016,0.10989010989010989,0.10989010989010989,0.13043478260869565
db26_ADFR_db26:13-es,0.4,0.03288127636011795,0.0,0.011597714697610602,0.011597714697610602,0.09016393442622953,0.09016393442622953,0.12962962962962962
db26_ADFR_db26:14-en,0.0,0.02106517206477067,0.0,0.008325342145334503,0.008325342145334503,0.14746543778801843,0.14746543778801843,0.2524271844660194
db26_ADFR_db26:14-es,0.0,0.024996234713067302,0.0,0.03922305007169461,0.03922305007169461,0.07017543859649124,0.07017543859649124,0.09523809523809525
db26_ADFR_db26:15-en,0.2258064516129032,0.018639072655292622,0.0,0.0937802887067394,0.0937802887067394,0.32183908045977005,0.32183908045977005,0.041237113402061855
db26_ADFR_db26:15-es,0.10695187165775401,0.020398628597085505,0.0,0.0654747226075954,0.0654747226075954,0.24390243902439024,0.24390243902439024,0.05405405405405406
db26_ADFR_db26:16-en,0.6666666666666666,0.024008759245776976,1.0,0.0289987924737203,0.0289987924737203,0.21333333333333332,0.21333333333333332,0.22680412371134018
db26_ADFR_db26:16-es,0.6666666666666666,0.015479586899387233,1.0,0.008760557953643697,0.008760557953643697,0.1422924901185771,0.1422924901185771,0.2162162162162162
db26_ADFR_db26:17-en,0.0,0.02548260056801675,0.0,0.01337239928429533,0.01337239928429533,0.03202846975088969,0.03202846975088969,0.09944751381215469
db26_ADFR_db26:17-es,0.0,0.03510551477294467,0.0,0.041008537974827015,0.041008537974827015,0.08187134502923975,0.08187134502923975,0.10465116279069767
db26_ADFR_db26:18-en,0.5,0.008764423319185978,0.0,0.007831748893380622,0.007831748893380622,0.09166666666666666,0.09166666666666666,0.04411764705882353
db26_ADFR_db26:18-es,0.0,0.008806156384526535,0.0,0.006836274333003652,0.006836274333003652,0.056338028169014086,0.056338028169014086,0.034482758620689655
db26_ADFR_db26:19-en,0.41489361702127664,0.013570640043200717,0.0,0.04711190553715208,0.04711190553715208,0.16,0.16,0.032520325203252036
db26_ADFR_db26:19-es,0.21097372488408037,0.010716089744633563,0.0,0.013827606765063965,0.013827606765063965,0.08163265306122448,0.08163265306122448,0.032520325203252036
db26_ADFR_db26:2-en,0.4,0.1697464722386272,1.0,0.12272024300422216,0.12272024300422216,0.06511627906976744,0.06511627906976744,0.11428571428571428
db26_ADFR_db26:2-es,0.0,0.16594688758152565,0.0,0.04675535895645261,0.0,0.0,0.0,0.07106598984771573
db26_ADFR_db26:20-en,0.0,0.009532146337056503,0.0,0.012703232817707211,0.012703232817707211,0.09734513274336283,0.09734513274336283,0.11464968152866241
