query_key,answerset_f1,answerset_precision,answerset_recall,bleu,codebleu,cosine_sim,euclidean,exact_match_spinach,f1_qald,f1_spinach,hit@5,jaccard,levenshtein,meteor,mrr,naive-can-bleu,naive-can-rouge-4,ndcg,p@1,precision_qald,qcan-bleu-flex,qcan-bleu-strict,qcan-rouge-4-flex,qcan-rouge-4-strict,query_exact_match,query_execution,recall_qald,rouge_1,rouge_2,rouge_3,rouge_4,sp-bleu,sp-f1,token_f1,token_precision,token_recall,uri_hallucination
ck26_ADFR_ck26:1-en,1.0,1.0,1.0,0.11104262965417018,0.36109399074687587,0.7501196076875476,0.25,1.0,1.0,1.0,1.0,0.64,0.3942307692307693,0.487431693989071,1.0,0.12339856835456843,0.49056603773584906,,1.0,1.0,0.04869199709560803,0.04869199709560803,0.43636363636363634,0.43636363636363634,0.0,1.0,1.0,0.7301587301587302,0.5901639344262296,0.47457627118644063,0.38596491228070173,0.15544349201481006,0.5106382978723405,0.42553191489361697,0.3333333333333333,0.5882352941176471,0.5
ck26_ADFR_ck26:10-en,0.33333333333333337,0.2,1.0,0.020674750227088756,0.2833285247856686,0.46836501111382334,0.15438708879488486,1.0,0.33333333333333337,1.0,1.0,0.375,0.21715817694369977,0.3040983281045233,0.5,0.029554319646887057,0.27672955974842767,,0.0,0.2,0.02224594896203049,0.02224594896203049,0.28205128205128205,0.28205128205128205,0.0,1.0,1.0,0.39160839160839156,0.24113475177304966,0.14388489208633093,0.11678832116788321,0.027800439767305528,0.26153846153846155,0.2,0.11926605504587157,0.6190476190476191,0.0
ck26_ADFR_ck26:11-en,0.6666666666666666,0.5,1.0,0.03412668667092638,0.3003406356669609,0.6041479971785082,0.16666666666666666,1.0,0.6666666666666666,1.0,1.0,0.3902439024390244,0.26914153132250584,0.371516432827215,1.0,0.05878223471320829,0.4044943820224719,,1.0,0.5,0.0699997112529777,0.0699997112529777,0.47191011235955055,0.47191011235955055,0.0,1.0,1.0,0.5217391304347825,0.37777777777777777,0.25,0.18604651162790697,0.055822411568563296,0.379746835443038,0.2784810126582279,0.1774193548387097,0.6470588235294118,0.0
ck26_ADFR_ck26:12-en,0.6666666666666666,0.5,1.0,0.03309762530084244,0.2987629391134739,0.5887840577551897,0.1639607805437114,1.0,0.6666666666666666,1.0,1.0,0.36585365853658536,0.2554112554112554,0.316487032029554,1.0,0.056550355253452485,0.4044943820224719,,1.0,0.5,0.09886263593840232,0.09886263593840232,0.4772727272727273,0.4772727272727273,0.0,1.0,1.0,0.5,0.3555555555555555,0.25,0.18604651162790697,0.04707082304790722,0.37037037037037035,0.2716049382716049,0.171875,0.6470588235294118,0.0
ck26_ADFR_ck26:13-en,0.0,0.0,0.0,0.46497038478222047,0.6495759295288884,0.8238858408710996,0.27429188517743175,0.0,0.0,0.0,0.0,0.6818181818181818,0.6758241758241759,0.7045041346548588,0.0,0.5767595137617552,0.41025641025641024,,0.0,0.0,0.28932539430644016,0.28932539430644016,0.20512820512820512,0.20512820512820512,0.0,1.0,0.0,0.7391304347826085,0.5909090909090909,0.5238095238095238,0.5,0.5112524626996514,0.7727272727272727,0.7272727272727272,0.8,0.6666666666666666,0.0
ck26_ADFR_ck26:14-en,0.6,0.42857142857142855,1.0,0.028079674081935735,0.41152958757168423,0.5123183204211359,0.15438708879488486,1.0,0.6,1.0,1.0,0.375,0.21103117505995206,0.3814001425081433,1.0,0.034168465911642174,0.2972972972972973,,1.0,0.42857142857142855,0.018848968929169208,0.018848968929169208,0.19753086419753088,0.19753086419753088,0.0,1.0,1.0,0.434108527131783,0.31496062992125984,0.22399999999999998,0.13008130081300812,0.03145663058670378,0.25899280575539574,0.21582733812949642,0.1271186440677966,0.7142857142857143,0.0
ck26_ADFR_ck26:15-en,0.25,0.14285714285714285,1.0,0.05514821325974193,0.4184228149043394,0.7117265522563289,0.1463924816619788,1.0,0.25,1.0,1.0,0.41379310344827586,0.23539518900343648,0.3377591112315404,1.0,0.05064849804591178,0.22727272727272724,,1.0,0.14285714285714285,0.12240655937849992,0.12240655937849992,0.43396226415094336,0.43396226415094336,0.0,1.0,1.0,0.39999999999999997,0.2383419689119171,0.13612565445026178,0.08465608465608465,0.046303511043349926,0.4059405940594059,0.32673267326732675,0.2185430463576159,0.6470588235294118,0.0
ck26_ADFR_ck26:16-en,0.0,0.0,1.0,0.2116508492951693,0.5240665584776385,0.760608730574164,0.27429188517743175,1.0,0.0,0.0,0.0,0.65,0.5244755244755245,0.6511472717006314,0.0,0.13566979610140004,0.45161290322580644,,0.0,0.0,0.14253911354181859,0.14253911354181859,0.45161290322580644,0.45161290322580644,0.0,0.0,0.0,0.7368421052631577,0.6111111111111113,0.5294117647058824,0.43749999999999994,0.26158582825795834,0.5853658536585367,0.4878048780487804,0.38461538461538464,0.6666666666666666,0.0
ck26_ADFR_ck26:17-en,0.6666666666666666,0.5,1.0,0.033849968043042016,0.2969267297662309,0.4285714285714285,0.1639607805437114,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.2989949748743719,0.3732524909245385,1.0,0.03831052616334022,0.23880597014925375,,1.0,0.5,0.03740846994984485,0.03740846994984485,0.2352941176470588,0.2352941176470588,0.0,1.0,1.0,0.4166666666666667,0.2571428571428572,0.1764705882352941,0.15151515151515152,0.048458569056265194,0.358974358974359,0.25641025641025644,0.16393442622950818,0.5882352941176471,0.0
ck26_ADFR_ck26:18-en,0.0,0.0,0.0,0.043851732414620856,0.3902878758657496,0.6496280955921628,0.1566130288262323,0.0,0.0,0.0,0.0,0.3409090909090909,0.3030852994555354,0.275093658625731,0.0,0.061159370568044276,0.35114503816793896,,0.0,0.0,0.06087473628081748,0.06087473628081748,0.372093023255814,0.372093023255814,0.0,1.0,0.0,0.45614035087719296,0.28571428571428575,0.19999999999999998,0.14814814814814814,0.04516217881552137,0.38181818181818183,0.2909090909090909,0.19753086419753085,0.5517241379310345,0.0
